0.00	0.000000
0.25	0.360028
0.50	0.259240
0.75	0.093334
1.00	0.000000
1.25	-0.024196
1.50	-0.017422
1.75	-0.006273
2.00	-0.000000
2.25	0.001626
2.50	0.001171
2.75	0.000422
3.00	0.000000
3.25	-0.000109
3.50	-0.000079
3.75	-0.000028
4.00	-0.000000
4.25	0.000007
4.50	0.000005
4.75	0.000002
5.00	0.000000
5.25	-0.000000
5.50	-0.000000
5.75	-0.000000
6.00	-0.000000
6.25	0.000000
6.50	0.000000
6.75	0.000000
7.00	0.000000
7.25	-0.000000
7.50	-0.000000
7.75	-0.000000
8.00	-0.000000
8.25	0.000000
8.50	0.000000
8.75	0.000000
9.00	0.000000
9.25	-0.000000
9.50	-0.000000
9.75	-0.000000
10.00	-0.000000
10.25	0.000000
10.50	0.000000
10.75	0.000000
11.00	0.000000
11.25	-0.000000
11.50	-0.000000
11.75	-0.000000
12.00	-0.000000
12.25	0.000000
12.50	0.000000
12.75	0.000000
13.00	-0.000000
13.25	-0.000000
13.50	-0.000000
13.75	-0.000000
14.00	-0.000000
14.25	0.000000
14.50	0.000000
14.75	0.000000
15.00	0.000000
